fixed.acidity,volatile.acidity,residual.sugar,chlorides,total.sulfur.dioxide,density,sulphates,alcohol,good
7,0.42,2.3,0.071,36,0.99476,0.56,10.9,No
11.3,0.37,1.8,0.09,47,0.99734,0.57,10.5,No
7.1,0.16,2.5,0.068,31,0.99328,0.54,12.4,No
8,0.6,2.6,0.056,7,0.99286,0.37,13,No
7,0.6,4.5,0.068,110,0.99914,1.17,10.2,No
7,0.6,4.5,0.068,110,0.99914,1.17,10.2,No
7.6,0.74,1.9,0.1,12,0.99521,0.59,11,No
8.2,0.635,2.1,0.073,60,0.99638,0.75,10.9,No
5.9,0.395,2.4,0.056,28,0.99362,0.67,12.4,No
7.5,0.755,1.9,0.084,12,0.99672,0.49,9.7,No
8.2,0.635,2.1,0.073,60,0.99638,0.75,10.9,No
6.6,0.63,4.3,0.093,77.5,0.99558,0.45,9.5,No
6.6,0.63,4.3,0.093,77.5,0.99558,0.45,9.5,No
7.2,0.53,2.1,0.064,29,0.99323,0.61,12.1,No
5.7,0.6,1.4,0.063,18,0.99191,0.56,12.2,No
7.6,1.58,2.1,0.137,9,0.99476,0.4,10.9,No
5.2,0.645,2.15,0.08,28,0.99444,0.61,12.5,No
6.7,0.86,2,0.1,57,0.99598,0.74,11.7,No
9.1,0.37,2.1,0.064,15,0.99576,0.8,11.2,No
8,0.28,1.8,0.081,68,0.99501,0.66,11.2,No
7.6,0.79,2.3,0.087,68,0.9955,0.44,9.2,No
7.5,0.61,1.9,0.073,88,0.99612,0.53,9.8,No
9.7,0.69,2.5,0.088,91,0.9979,0.62,10.1,No
6.8,0.68,3.9,0.068,29,0.99524,0.52,11.1,No
9.7,0.69,2.5,0.088,91,0.9979,0.62,10.1,No
7,0.62,1.4,0.071,63,0.996,0.61,9.2,No
7.5,0.61,1.9,0.073,88,0.99612,0.53,9.8,No
6.5,0.51,3,0.064,27,0.9929,0.59,12.8,No
8,1.18,1.9,0.083,41,0.99532,0.47,10.5,No
7,0.36,2.3,0.086,65,0.99558,0.54,10.1,No
7,0.36,2.4,0.086,69,0.99556,0.53,10.1,No
7.5,0.63,2,0.083,91,0.99616,0.58,9.8,No
5.4,0.74,1.2,0.041,46,0.99258,0.59,12.5,No
9.9,0.44,2.2,0.091,41,0.99638,0.69,11.9,No
7.5,0.63,2,0.083,91,0.99616,0.58,9.8,No
9.1,0.76,1.7,0.414,64,0.99652,1.33,9.1,No
9.7,0.66,2.6,0.094,88,0.99796,0.66,10.1,No
5,0.74,1.2,0.041,46,0.99258,0.59,12.5,No
9.1,0.34,1.8,0.058,18,0.99392,0.55,11.4,No
9.1,0.36,1.8,0.06,55,0.99495,0.82,11,Yes
6.7,0.46,1.7,0.077,34,0.9948,0.6,10.6,No
6.7,0.46,1.7,0.077,34,0.9948,0.6,10.6,No
6.7,0.46,1.7,0.077,34,0.9948,0.6,10.6,No
6.7,0.46,1.7,0.077,34,0.9948,0.6,10.6,No
6.5,0.52,1.8,0.073,38,0.9955,0.52,9.3,No
7.4,0.6,2.1,0.083,91,0.99616,0.56,9.8,No
7.4,0.6,2.1,0.083,91,0.99616,0.56,9.8,No
7.8,0.87,3.8,0.107,67,0.99668,0.46,9.2,No
8.4,0.39,1.7,0.075,25,0.99581,0.43,9.7,No
9.1,0.775,2.2,0.079,48,0.9976,0.51,9.6,No
7.2,0.835,2,0.166,11,0.99608,0.52,10,No
6.6,0.58,2.4,0.069,40,0.99387,0.66,12.6,No
6,0.5,1.4,0.057,26,0.99448,0.45,9.5,No
6,0.5,1.4,0.057,26,0.99448,0.45,9.5,No
6,0.5,1.4,0.057,26,0.99448,0.45,9.5,No
7.5,0.51,1.7,0.084,31,0.99538,0.54,10.5,No
7.5,0.51,1.7,0.084,31,0.99538,0.54,10.5,No
7.5,0.51,1.7,0.084,31,0.99538,0.54,10.5,No
7.6,0.54,1.7,0.085,31,0.99589,0.51,10.4,No
7.5,0.51,1.7,0.084,31,0.99538,0.54,10.5,No
11.5,0.42,2.6,0.077,20,0.99852,0.53,11,No
8.2,0.44,2.3,0.063,28,0.99613,0.53,10.2,No
6.1,0.59,2.1,0.056,13,0.99472,0.56,11.4,No
7.2,0.655,1.8,0.078,12,0.99587,0.39,9.5,No
7.2,0.655,1.8,0.078,12,0.99587,0.39,9.5,No
6.9,0.57,2.8,0.081,41,0.99518,0.52,10.8,No
9,0.6,2,0.069,73,0.99654,0.57,10,No
7.2,0.62,2.3,0.065,46,0.99332,0.51,11.8,No
7.6,0.645,1.9,0.086,57,0.9969,0.46,10.3,No
7.6,0.645,1.9,0.086,57,0.9969,0.46,10.3,No
7.2,0.58,2.3,0.077,28,0.99568,0.52,10,No
6.1,0.32,1.8,0.086,32,0.99464,0.44,10.1,No
6.1,0.34,1.8,0.084,28,0.99464,0.44,10.1,No
7.3,0.43,2.5,0.078,67,0.99648,0.59,11.1,No
7.4,0.64,5.4,0.168,98,0.99736,0.5,9.5,No
11.6,0.475,1.4,0.091,28,0.99704,0.65,10.0333333333333,No
9.2,0.54,2.3,0.112,38,0.99699,0.56,10.9,No
8.3,0.85,2.5,0.093,54,0.99724,0.54,10.1,No
11.6,0.475,1.4,0.091,28,0.99704,0.65,10.0333333333333,No
8,0.83,2,0.08,63,0.99652,0.48,9.8,No
7.2,0.605,1.9,0.096,31,0.995,0.53,11.8,No
7.8,0.5,2.2,0.115,42,0.9971,0.62,9.5,No
7.3,0.74,1.7,0.094,45,0.99576,0.5,9.8,No
6.9,0.54,2.2,0.088,105,0.99725,1.18,10.5,No
8,0.77,2.1,0.079,74,0.99656,0.5,9.8,No
6.6,0.61,1.6,0.069,8,0.99396,0.37,10.4,No
8.7,0.78,1.7,0.415,66,0.99623,1.17,9.2,No
7.5,0.58,3.1,0.153,14,0.99476,1.03,11.6,No
8.7,0.78,1.7,0.415,66,0.99623,1.17,9.2,No
7.7,0.75,3.8,0.11,89,0.99664,0.45,9.3,No
6.8,0.815,1.2,0.267,29,0.99471,0.51,9.8,No
7.2,0.56,2,0.083,100,0.99586,0.52,9.9,No
8.2,0.885,1.4,0.086,31,0.9946,0.46,10,No
5.2,0.49,2.3,0.09,74,0.9953,0.62,12.2,No
7.2,0.45,2,0.078,28,0.99609,0.51,9.9,No
7.5,0.57,2.6,0.077,35,0.99557,0.62,10.8,No
7.5,0.57,2.6,0.077,35,0.99557,0.62,10.8,No
6.8,0.83,1.8,0.074,25,0.99534,0.45,9.6,No
8,0.6,2.1,0.08,105,0.99613,0.49,9.9,No
8,0.6,2.1,0.08,105,0.99613,0.49,9.9,No
7.1,0.755,1.8,0.107,84,0.99593,0.5,9.5,No
8,0.81,3.4,0.076,85,0.99668,0.42,9.2,No
7.4,0.64,1.8,0.1,23,0.9961,0.58,9.6,No
7.4,0.64,1.8,0.1,23,0.9961,0.58,9.6,No
6.6,0.64,6.1,0.083,49,0.99718,0.68,10.3,No
6.7,0.48,2.2,0.08,111,0.99524,0.53,9.7,No
6,0.49,2.3,0.068,33,0.99292,0.59,12.5,No
8,0.64,2.4,0.094,33,0.99612,0.58,11,No
7.1,0.62,1.3,0.07,12,0.9942,0.48,9.8,No
8,0.52,2,0.078,59,0.99612,0.48,10.2,No
6.4,0.57,3.9,0.07,73,0.99669,0.48,9.2,No
8.6,0.685,1.6,0.092,12,0.99745,0.65,9.55,No
8.7,0.675,1.6,0.09,11,0.99745,0.65,9.55,No
7.3,0.59,2,0.08,104,0.99584,0.52,9.9,No
7,0.6,2.2,0.083,28,0.9966,0.62,10.2,Yes
7.2,0.67,2.2,0.068,24,0.9956,0.72,11.1,No
7.9,0.69,2.1,0.08,141,0.9962,0.51,9.9,No
7.9,0.69,2.1,0.08,141,0.9962,0.51,9.9,No
7.6,0.3,2,0.052,24,0.9963,0.82,11.9,No
7.2,0.33,1.7,0.061,13,0.996,1.1,10,Yes
8,0.5,2.6,0.082,46,0.9985,0.62,10.7,No
7.7,0.28,2,0.062,34,0.9952,0.9,11.3,Yes
8.2,0.24,5.1,0.062,22,0.9974,0.94,10.9,No
6,0.51,2.1,0.064,54,0.995,0.93,10.7,No
8.1,0.29,2.2,0.048,53,0.995,1.01,12.4,Yes
6,0.51,2.1,0.064,54,0.995,0.93,10.7,No
6.6,0.96,1.8,0.082,16,0.9936,0.44,11.9,No
6.4,0.47,2.4,0.071,19,0.9963,0.73,10.6,No
8.2,0.24,5.1,0.062,22,0.9974,0.94,10.9,No
9.9,0.57,2,0.104,89,0.9963,0.9,10.1,No
10,0.32,2.2,0.077,15,0.9994,0.78,9.6,No
6.2,0.58,1.6,0.065,18,0.9966,0.84,9.4,No
10,0.32,2.2,0.077,15,0.9994,0.78,9.6,No
7.3,0.34,2.5,0.064,37,0.9952,0.77,12.1,Yes
7.8,0.53,1.6,0.077,19,0.995,0.46,9.8,No
7.7,0.64,2.2,0.077,133,0.9956,0.45,9.9,No
7.8,0.53,1.6,0.077,19,0.995,0.46,9.8,No
7.5,0.4,1.6,0.079,58,0.9965,0.58,9.4,No
7,0.54,2.1,0.079,55,0.9956,0.84,11.4,No
6.4,0.53,3.9,0.123,31,0.9968,0.67,11,No
8.3,0.26,1.4,0.076,23,0.9974,0.7,9.6,No
8.3,0.26,1.4,0.076,23,0.9974,0.7,9.6,No
7.7,0.23,1.8,0.046,60,0.9971,0.71,12.1,No
7.6,0.41,2.5,0.078,23,0.9957,0.58,11.2,No
7.8,0.64,1.9,0.072,55,0.9962,0.63,11,No
7.9,0.18,2.2,0.049,67,0.996,0.93,11.3,No
7.4,0.41,1.8,0.066,47,0.9956,0.62,10.4,No
7.6,0.43,2.1,0.069,74,0.9958,0.54,9.9,No
5.9,0.44,1.6,0.042,11,0.9944,0.85,11.7,No
6.1,0.4,1.8,0.069,25,0.9955,0.74,10.1,Yes
10.2,0.54,15.4,0.214,95,1.00369,0.77,9,No
10.2,0.54,15.4,0.214,95,1.00369,0.77,9,No
10,0.38,1.6,0.169,90,0.99914,0.65,8.5,No
6.8,0.915,4.8,0.07,39,0.99577,0.54,11.1,No
7,0.59,1.7,0.052,8,0.996,0.47,10.3,No
7.3,0.67,2.2,0.072,92,0.99566,0.68,11.0666666666667,No
7.2,0.37,2,0.062,28,0.9947,0.73,11.3,Yes
7.4,0.785,5.2,0.094,98,0.99713,0.52,9.56666666666667,No
6.9,0.63,1.9,0.078,30,0.99712,0.75,9.8,No
6.9,0.58,1.75,0.058,22,0.99322,0.49,11.7,No
7.3,0.67,2.2,0.072,92,0.99566,0.68,11.1,No
7.4,0.785,5.2,0.094,98,0.99713,0.52,9.6,No
6.9,0.63,1.9,0.078,30,0.99712,0.75,9.8,No
6.8,0.67,1.9,0.08,39,0.99701,0.74,9.7,No
6.9,0.58,1.9,0.08,54,0.99683,0.73,9.7,No
7.2,0.38,2,0.056,29,0.99472,0.76,11.3,Yes
7.2,0.37,2,0.062,28,0.9947,0.73,11.3,Yes
7.8,0.32,2.7,0.104,17,0.99732,0.78,11,Yes
6.6,0.58,2,0.062,53,0.99374,0.76,11.6,Yes
7.6,0.49,1.9,0.074,85,0.99706,0.58,9,No
11.7,0.45,2.2,0.073,23,0.99974,0.69,10.9,No
6.5,0.9,1.6,0.052,17,0.99467,0.63,10.9,No
6,0.54,1.8,0.05,89,0.99236,0.5,10.55,No
7.6,0.49,1.9,0.074,85,0.99706,0.58,9,No
8.4,0.29,1.7,0.067,20,0.99603,0.6,10.5,No
7.9,0.2,1.7,0.054,15,0.99458,0.8,11.9,Yes
6.4,0.42,2.3,0.054,64,0.99724,0.68,10.4,No
6.2,0.785,2.1,0.06,13,0.99664,0.61,10,No
6.8,0.64,2.3,0.075,31,0.99545,0.58,10.4,No
6.9,0.63,2.4,0.076,39,0.99522,0.53,10.8,No
6.8,0.59,1.7,0.063,53,0.9958,0.67,9.7,No
6.8,0.59,1.7,0.063,53,0.9958,0.67,9.7,No
7.3,0.48,2.1,0.062,54,0.99728,0.65,10,Yes
6.7,1.04,2.3,0.067,32,0.99648,0.57,11,No
7.3,0.48,2.1,0.062,54,0.99728,0.65,10,Yes
7.3,0.98,2.1,0.061,49,0.99705,0.55,9.7,No
10,0.69,1.4,0.084,24,0.99578,0.47,9.7,No
6.7,0.7,3.75,0.067,16,0.99334,0.52,12.6,No
7.6,0.35,2.6,0.073,44,0.99656,0.79,11.1,No
6.1,0.6,1.8,0.071,45,0.99336,0.54,11,No
9.9,0.5,13.8,0.205,82,1.00242,0.75,8.8,No
5.3,0.47,2.2,0.048,89,0.99182,0.88,13.5666666666667,Yes
9.9,0.5,13.8,0.205,82,1.00242,0.75,8.8,No
5.3,0.47,2.2,0.048,89,0.99182,0.88,13.6,Yes
7.1,0.875,5.7,0.082,14,0.99808,0.52,10.2,No
8.2,0.28,3,0.104,22,0.99828,0.68,10.6,No
5.6,0.62,1.5,0.08,13,0.99498,0.62,10.1,No
8.2,0.28,3,0.104,22,0.99828,0.68,10.6,No
7.2,0.58,2.1,0.114,9,0.99719,0.57,10.3,No
8.1,0.33,1.5,0.042,12,0.99542,0.61,10.7,No
6.8,0.91,2,0.06,11,0.99592,0.64,10.9,No
7,0.655,2.1,0.074,25,0.99606,0.55,9.7,No
6.8,0.68,2.1,0.07,23,0.99546,0.6,10.3,No
6,0.64,1.9,0.066,17,0.99496,0.78,10.6,No
5.6,0.54,1.7,0.049,13,0.9942,0.58,11.4,No
6.2,0.57,2.1,0.048,11,0.99448,0.76,10.8,No
7.1,0.22,1.8,0.039,18,0.99344,0.56,12.4,No
5.6,0.54,1.7,0.049,13,0.9942,0.58,11.4,No
6.2,0.65,1.6,0.05,18,0.99348,0.54,11.95,No
7.7,0.54,1.9,0.089,147,0.99636,0.59,9.7,No
6.4,0.31,1.4,0.066,28,0.99459,0.7,10,Yes
7,0.43,1.9,0.08,28,0.99492,0.81,10.6,No
7.7,0.54,1.9,0.089,147,0.99636,0.59,9.7,No
6.9,0.74,2.3,0.054,16,0.99508,0.63,11.5,No
6.6,0.895,2.3,0.068,13,0.99582,0.58,10.8,No
6.9,0.74,2.3,0.054,16,0.99508,0.63,11.5,No
7.5,0.725,1.5,0.076,15,0.99508,0.53,9.6,No
7.8,0.82,4.3,0.083,64,0.99642,0.53,9.4,No
7.3,0.585,2.4,0.078,60,0.99638,0.54,9.8,No
6.2,0.44,2.5,0.077,14,0.99555,0.69,11,No
7.5,0.38,2.3,0.106,12,0.99605,0.55,11.4,No
6.7,0.76,1.8,0.078,12,0.996,0.63,9.95,No
6.8,0.81,2,0.07,14,0.99562,0.66,10.8,No
7.5,0.38,2.3,0.106,12,0.99605,0.55,11.4,No
7.1,0.27,2.1,0.074,25,0.99814,0.72,10.6,No
7.9,0.18,1.8,0.062,20,0.9941,0.7,11.1,No
6.4,0.36,2.2,0.047,48,0.99661,0.77,9.7,No
7.1,0.69,2.1,0.068,27,0.99712,0.67,9.8,No
6.4,0.79,2.2,0.061,17,0.99588,0.65,10.4,No
6.4,0.56,1.8,0.078,65,0.99294,0.6,10.5,No
6.9,0.84,4.1,0.074,65,0.99842,0.72,9.23333333333333,No
6.9,0.84,4.1,0.074,65,0.99842,0.72,9.25,No
6.1,0.32,2.3,0.071,58,0.99633,0.97,10.6,No
6.5,0.53,2,0.063,44,0.99489,0.83,10.3,No
7.4,0.47,2.2,0.114,20,0.99647,0.63,10.5,No
6.6,0.7,2.6,0.106,27,0.99665,0.58,10.2,No
6.5,0.53,2,0.063,44,0.99489,0.83,10.3,No
6.9,0.48,1.9,0.082,23,0.99585,0.43,9.05,No
6.1,0.32,2.3,0.071,58,0.99633,0.97,10.6,No
6.8,0.48,2,0.076,61,0.9953,0.6,10.4,No
6,0.42,2,0.075,47,0.99522,0.78,10,No
6.7,0.48,2.1,0.064,34,0.99552,0.64,9.7,No
6.8,0.47,2.2,0.064,38,0.99553,0.65,9.6,No
7.1,0.53,1.7,0.071,24,0.9951,0.66,10.8,No
7.9,0.29,2.2,0.096,59,0.99714,0.67,10.1,No
7.1,0.69,2.1,0.063,52,0.99608,0.6,10.2,No
6.6,0.44,2.2,0.063,18,0.99444,0.69,11.3,No
6.1,0.705,2.8,0.081,28,0.99631,0.66,10.2,No
7.2,0.53,2,0.058,22,0.99573,0.68,9.9,No
8,0.39,1.9,0.074,84,0.99717,0.61,9,No
6.6,0.56,2.4,0.064,29,0.99397,0.62,11.7,Yes
7,0.55,2.2,0.075,35,0.9959,0.59,9.7,No
6.1,0.53,1.9,0.077,45,0.99528,0.68,10.3,No
5.4,0.58,1.9,0.059,31,0.99484,0.64,10.2,No
6.2,0.64,2.5,0.081,26,0.99538,0.63,12,No
7.2,0.39,1.8,0.065,60,0.99714,0.78,9.9,No
6.2,0.52,4.4,0.071,32,0.99646,0.63,11.6,No
7.4,0.25,2.2,0.054,49,0.99666,0.76,10.9,Yes
6.7,0.855,1.9,0.064,38,0.99472,0.56,10.75,No
11.1,0.44,2.2,0.064,19,0.99758,0.57,10.4,No
8.4,0.37,2.3,0.063,19,0.9955,0.81,11.2,Yes
6.5,0.63,1.8,0.059,28,0.99531,0.64,10.1,No
7,0.57,2,0.072,26,0.99575,0.61,10.2,No
6.3,0.6,1.6,0.048,26,0.99306,0.51,12.1,No
11.2,0.4,2,0.099,50,0.99783,0.58,10.4,No
7.4,0.36,1.8,0.074,24,0.99419,0.7,11.4,Yes
7.1,0.68,2.3,0.087,26,0.99783,0.53,9.5,No
7.1,0.67,2.3,0.083,27,0.99768,0.54,9.4,No
6.3,0.68,3.7,0.103,54,0.99586,0.66,11.3,No
7.3,0.735,2.2,0.08,28,0.99765,0.6,9.4,No
6.6,0.855,2.4,0.062,23,0.99627,0.6,11,No
7,0.56,1.7,0.065,24,0.99514,0.68,10.55,Yes
6.6,0.88,2.2,0.066,20,0.99636,0.56,9.9,No
6.6,0.855,2.4,0.062,23,0.99627,0.6,11,No
6.9,0.63,6.7,0.235,115,0.99787,0.56,9.5,No
7.8,0.6,2,0.08,131,0.99622,0.52,9.9,No
7.8,0.6,2,0.08,131,0.99622,0.52,9.9,No
7.8,0.6,2,0.08,131,0.99622,0.52,9.9,No
7.2,0.695,2,0.076,20,0.99546,0.54,10.1,No
7.2,0.695,2,0.076,20,0.99546,0.54,10.1,No
7.2,0.695,2,0.076,20,0.99546,0.54,10.1,No
6.7,0.67,1.9,0.061,42,0.99489,0.82,10.9,No
6.7,0.16,2.1,0.059,52,0.99494,0.71,11.2,No
7.2,0.695,2,0.076,20,0.99546,0.54,10.1,No
7,0.56,1.6,0.077,42,0.99629,0.59,9.2,No
6.2,0.51,1.9,0.056,34,0.99396,0.57,11.5,No
6.4,0.36,2.2,0.23,35,0.9934,0.93,12.4,No
6.4,0.38,2.2,0.038,25,0.99514,0.65,11.1,No
7.3,0.69,2.2,0.069,104,0.99632,0.51,9.5,No
6,0.58,2.4,0.075,50,0.99467,0.67,12.5,No
5.6,0.31,13.9,0.074,92,0.99677,0.48,10.5,No
7.5,0.52,2.2,0.06,20,0.99474,0.64,11.8,No
8,0.3,1.6,0.081,29,0.99588,0.78,10.8,No
6.2,0.7,5.1,0.076,27,0.99622,0.6,11.9,No
6.8,0.67,1.8,0.118,20,0.9954,0.67,11.3,No
6.2,0.56,1.7,0.053,32,0.99402,0.6,11.3,No
7.4,0.35,2.4,0.068,26,0.9947,0.6,11.9,No
6.2,0.56,1.7,0.053,32,0.99402,0.6,11.3,No
6.1,0.715,2.6,0.053,27,0.99362,0.5,11.9,No
6.2,0.46,2.1,0.074,98,0.99578,0.62,9.8,No
6.7,0.32,2.4,0.061,34,0.99484,0.8,11.6,Yes
7.2,0.39,2.6,0.066,48,0.99494,0.84,11.5,No
7.5,0.31,2.4,0.065,60,0.99492,0.85,11.4,No
5.8,0.61,1.8,0.066,28,0.99483,0.66,10.9,No
7.2,0.66,2.5,0.068,102,0.99414,0.78,12.8,No
6.6,0.725,7.8,0.073,79,0.9977,0.54,9.2,No
6.3,0.55,1.8,0.077,35,0.99314,0.82,11.6,No
5.4,0.74,1.7,0.089,26,0.99402,0.56,11.6,No
6.3,0.51,2.3,0.076,40,0.99574,0.75,11,No
6.8,0.62,1.9,0.068,38,0.99651,0.82,9.5,No
6.2,0.6,2,0.09,44,0.9949,0.58,10.5,No
5.9,0.55,2.2,0.062,51,0.99512,0.76,11.2,No
6.3,0.51,2.3,0.076,40,0.99574,0.75,11,No
5.9,0.645,2,0.075,44,0.99547,0.71,10.2,No
6,0.31,3.6,0.067,42,0.99549,0.66,11,No
