DelinquentStatus,CustFICO,CustIncome,AcctOpenNoMonths,IntRate,CurrAcctBal,CreditOpenNoMonths,DaysToPmtDue,InqLst6Mos,NoLatePmtLst2Yrs,PublicRecords,CreditPurpose
0,692,65485,33,0.1287,684,2,6,0,1,1,DebtConsol
0,692,65485,11,0.1461,1412,2,94,0,0,0,DebtConsol
0,692,65485,42,0.1322,14956,2,70,2,0,0,DebtConsol
0,687,65485,36,0.1316,13472,2,80,0,0,0,DebtConsol
0,682,65485,45,0.1426,16643,2,63,3,0,0,DebtConsol
0,677,65485,34,0.1399,12651,2,86,3,0,0,DebtConsol
0,667,65485,25,0.1261,1918,2,56,0,0,0,DebtConsol
0,662,65485,31,0.1531,27297,2,80,0,0,0,DebtConsol
0,712,65482,21,0.1324,19418,2,83,3,1,0,DebtConsol
0,712,65456,44,0.1103,3964,2,24,0,0,0,DebtConsol
0,672,65339,24,0.164,27750,2,66,5,0,0,DebtConsol
1,672,65303,16,0.1122,0,2,0,1,1,0,DebtConsol
0,712,65119,23,0.1253,2280,2,53,2,0,0,DebtConsol
0,662,65119,21,0.1496,9805,2,30,2,0,0,DebtConsol
0,692,64931,10,0.1253,15888,2,75,0,0,0,DebtConsol
0,742,64747,66,0.0964,8283,2,12,4,0,0,DebtConsol
0,727,64747,13,0.1148,7479,2,42,0,0,0,DebtConsol
1,722,64747,21,0.0996,11289,2,47,3,0,0,DebtConsol
0,712,64747,16,0.1189,4659,2,41,0,0,0,DebtConsol
0,702,64747,28,0.1287,5029,2,58,0,0,0,DebtConsol
0,682,64747,33,0.1166,15774,2,44,2,0,0,DebtConsol
0,677,64747,53,0.1758,9611,2,93,7,0,0,DebtConsol
0,677,64747,23,0.1576,6814,2,34,8,0,0,DebtConsol
0,677,64747,31,0.1355,10211,2,96,0,0,0,DebtConsol
0,667,64747,4,0.1426,1587,2,41,2,0,0,DebtConsol
0,662,64747,17,0.1442,5565,2,43,0,0,0,DebtConsol
0,642,64747,29,0.1545,24979,2,94,4,0,0,DebtConsol
0,677,64447,8,0.1392,4339,2,51,3,0,0,DebtConsol
0,712,64368,23,0.1183,9033,2,33,1,0,0,DebtConsol
1,707,64368,3,0.1046,7006,2,48,1,0,1,DebtConsol
0,692,64368,22,0.1284,11798,2,88,1,0,0,DebtConsol
0,677,64368,41,0.1204,16502,2,63,0,0,0,DebtConsol
0,662,64368,18,0.1565,0,2,0,0,0,1,DebtConsol
0,722,64365,30,0.1114,10735,2,34,3,0,0,DebtConsol
0,717,64162,41,0.1221,22197,2,37,1,0,0,DebtConsol
0,727,63983,19,0.0788,8075,2,52,0,0,0,DebtConsol
0,717,63983,30,0.1357,5911,2,15,1,0,0,DebtConsol
0,702,63983,22,0.1178,6290,2,33,4,0,0,DebtConsol
0,692,63983,29,0.16,9729,2,98,0,0,0,DebtConsol
0,677,63983,20,0.1568,5546,2,97,0,0,0,DebtConsol
0,677,63983,13,0.1109,15564,2,56,1,0,0,DebtConsol
0,667,63983,34,0.1557,12376,2,97,1,0,0,DebtConsol
0,662,63983,13,0.1387,0,2,71,6,0,0,DebtConsol
0,727,63981,38,0.1218,11781,2,37,5,0,0,DebtConsol
0,697,63981,32,0.1253,11562,2,60,2,0,0,DebtConsol
0,692,63981,27,0.1253,9158,2,52,2,0,0,DebtConsol
0,672,63981,14,0.1411,10523,2,57,0,1,0,DebtConsol
0,652,63638,47,0.1734,12700,2,92,3,0,0,DebtConsol
0,762,63591,13,0.0775,1359,2,5,2,0,0,DebtConsol
0,752,63591,26,0.1218,0,2,0,5,0,0,DebtConsol
0,742,63591,15,0.0751,5999,2,19,1,0,0,DebtConsol
0,737,63591,19,0.0932,14429,2,28,0,0,0,DebtConsol
0,737,63591,13,0.0932,4717,2,51,0,0,0,DebtConsol
0,732,63591,14,0.1039,5500,2,28,0,0,0,DebtConsol
0,722,63591,19,0.0963,9500,2,31,1,0,0,DebtConsol
0,722,63591,8,0.0945,5275,2,48,0,0,0,DebtConsol
0,717,63591,42,0.1284,12644,2,30,3,0,0,DebtConsol
0,717,63591,40,0.1183,25729,2,52,0,0,0,DebtConsol
0,717,63591,19,0.0945,3332,2,30,0,0,0,DebtConsol
0,712,63591,22,0.1284,9572,2,76,0,0,0,DebtConsol
0,712,63591,25,0.1189,8558,2,27,3,0,0,DebtConsol
0,712,63591,27,0.1158,9131,2,24,4,0,0,DebtConsol
0,692,63591,20,0.1273,6292,2,71,0,0,0,DebtConsol
0,692,63591,9,0.1253,5177,2,64,0,0,0,DebtConsol
0,687,63591,22,0.1347,12000,2,82,0,0,0,DebtConsol
0,687,63591,24,0.1103,12303,2,59,0,0,0,DebtConsol
1,682,63591,21,0.1134,0,2,66,1,1,0,DebtConsol
0,682,63591,28,0.1411,11816,2,47,0,0,0,DebtConsol
0,682,63591,27,0.1411,13575,2,73,0,0,0,DebtConsol
1,672,63591,23,0.1474,8441,2,66,1,0,1,DebtConsol
0,672,63591,43,0.1537,20800,2,88,1,0,0,DebtConsol
1,667,63591,58,0.1754,35460,2,86,19,0,0,DebtConsol
0,662,63591,2,0.1426,7153,2,53,0,1,0,DebtConsol
0,662,63591,17,0.1461,7367,2,79,2,0,0,DebtConsol
0,652,63591,41,0.1754,81695,2,92,0,0,0,DebtConsol
0,642,63591,18,0.1438,5575,2,66,0,1,0,DebtConsol
0,712,63480,15,0.1096,25925,2,66,0,0,0,DebtConsol
0,677,63465,22,0.1204,8009,2,68,0,0,0,DebtConsol
1,682,63352,43,0.1154,34023,2,57,1,2,0,DebtConsol
0,742,63191,41,0.1148,5737,2,29,0,0,0,DebtConsol
1,692,63191,28,0.1287,703,2,18,0,1,0,DebtConsol
0,682,62989,29,0.1357,12384,2,55,2,0,0,DebtConsol
0,712,62785,16,0.1114,1571,2,30,1,0,0,DebtConsol
0,707,62785,9,0.1183,3564,2,57,1,0,0,DebtConsol
0,697,62785,25,0.1385,9170,2,90,1,0,0,DebtConsol
0,687,62785,16,0.1322,7115,2,76,0,0,0,DebtConsol
0,662,62785,12,0.1726,9753,2,95,1,0,0,DebtConsol
0,722,62580,34,0.1126,4297,2,39,0,0,0,DebtConsol
0,737,62490,13,0.1099,3184,2,42,1,0,0,DebtConsol
1,687,62480,8,0.1071,8911,2,53,2,1,0,DebtConsol
0,737,62370,18,0.0859,1211,2,18,1,0,0,DebtConsol
0,727,62370,18,0.0863,6496,2,40,0,0,0,DebtConsol
0,717,62370,7,0.0894,6349,2,31,0,0,0,DebtConsol
0,677,62370,13,0.1322,9090,2,58,0,0,0,DebtConsol
1,667,62370,43,0.1393,12032,2,87,3,0,1,DebtConsol
0,652,62370,14,0.1387,6782,2,78,2,0,0,DebtConsol
0,647,62370,17,0.1482,23544,2,94,3,0,0,DebtConsol
0,692,62117,39,0.1348,13211,2,73,1,0,0,DebtConsol
0,747,61949,10,0.0932,2727,2,12,2,0,0,DebtConsol
0,742,61947,15,0.0932,1763,2,17,1,0,0,DebtConsol
0,707,61947,30,0.1218,11129,2,73,1,0,0,DebtConsol
0,697,61947,11,0.1218,1649,2,22,3,0,0,DebtConsol
0,662,61947,23,0.1531,7979,2,48,0,1,0,DebtConsol
0,642,61947,17,0.1488,11638,2,73,4,1,0,DebtConsol
0,667,61862,16,0.1292,7091,2,47,2,2,0,DebtConsol
1,687,61757,23,0.1287,3934,2,52,1,0,1,DebtConsol
0,727,61733,15,0.0838,7386,2,42,0,0,0,DebtConsol
1,667,61733,15,0.1261,4565,2,68,0,1,0,DebtConsol
0,662,61733,54,0.1704,14248,2,44,1,1,0,DebtConsol
0,687,61707,15,0.1273,13778,2,72,0,0,0,DebtConsol
0,747,61516,20,0.0788,2668,2,14,2,0,0,DebtConsol
0,742,61516,18,0.0894,5416,2,55,0,0,0,DebtConsol
0,742,61516,15,0.0832,4712,2,25,0,0,0,DebtConsol
0,732,61516,12,0.1197,12811,2,47,0,0,0,DebtConsol
0,722,61516,33,0.1183,7383,2,35,0,0,0,DebtConsol
0,717,61516,17,0.1189,6901,2,21,1,0,0,DebtConsol
0,717,61516,22,0.1189,7131,2,93,0,0,0,DebtConsol
0,717,61516,19,0.1114,6823,2,71,1,0,0,DebtConsol
0,712,61516,42,0.1316,2897,2,33,1,0,0,DebtConsol
0,707,61516,22,0.1218,2707,2,31,0,0,0,DebtConsol
0,702,61516,27,0.1253,7722,2,66,0,0,0,DebtConsol
0,702,61516,23,0.1253,8690,2,84,4,0,0,DebtConsol
0,697,61516,24,0.1392,13013,2,66,1,0,0,DebtConsol
0,697,61516,33,0.1287,10602,2,60,2,0,0,DebtConsol
0,697,61516,26,0.1166,21160,2,78,0,0,0,DebtConsol
0,697,61516,3,0.1083,1262,2,42,0,0,0,DebtConsol
0,692,61516,28,0.1322,9538,2,43,0,0,0,DebtConsol
0,687,61516,40,0.1461,21668,2,87,0,0,0,DebtConsol
0,687,61516,18,0.1422,899,2,13,1,0,0,DebtConsol
0,682,61516,11,0.1379,4764,2,79,2,1,0,DebtConsol
1,667,61516,13,0.1186,2197,2,75,0,2,0,DebtConsol
0,642,61516,34,0.1551,4340,2,85,3,0,0,DebtConsol
0,677,61515,11,0.1166,7102,2,18,0,0,0,DebtConsol
0,667,61515,14,0.1292,14244,2,85,2,0,0,DebtConsol
0,662,61515,26,0.16,13072,2,90,0,0,0,DebtConsol
0,692,61342,13,0.1253,3869,2,26,0,0,0,DebtConsol
0,677,61342,37,0.1461,14021,2,71,0,0,0,DebtConsol
0,697,61305,14,0.1287,5066,2,84,1,0,0,DebtConsol
0,682,61289,20,0.1379,9625,2,56,2,0,0,DebtConsol
0,662,61215,29,0.157,12421,2,77,0,0,0,DebtConsol
0,682,61098,29,0.1197,7583,2,80,0,0,0,DebtConsol
0,742,61077,8,0.0714,24455,2,52,2,0,0,DebtConsol
0,727,61077,26,0.1095,10299,2,39,0,0,0,DebtConsol
0,717,61077,32,0.1083,16100,2,39,1,0,0,DebtConsol
0,712,61077,35,0.1183,7834,2,55,0,0,0,DebtConsol
0,707,61077,24,0.1008,8486,2,66,1,0,0,DebtConsol
0,667,61077,11,0.1632,10490,2,96,1,0,0,DebtConsol
0,717,61034,27,0.1221,7880,2,78,0,0,0,DebtConsol
0,712,60917,33,0.1158,10913,2,69,0,0,0,DebtConsol
0,737,60853,24,0.1083,0,2,0,1,0,0,DebtConsol
0,717,60808,26,0.1148,6095,2,23,1,0,0,DebtConsol
0,712,60808,27,0.1039,13845,2,28,0,0,0,DebtConsol
0,662,60808,26,0.1537,10971,2,67,0,0,0,DebtConsol
0,672,60797,24,0.1821,9961,2,99,0,0,0,DebtConsol
0,747,60627,3,0.074,1125,2,16,1,0,0,DebtConsol
0,732,60627,3,0.0832,3421,2,22,1,0,0,DebtConsol
0,722,60627,26,0.0976,9255,2,63,0,0,0,DebtConsol
0,717,60627,21,0.1253,25608,2,65,0,0,0,DebtConsol
0,707,60627,33,0.1189,6472,2,53,1,0,0,DebtConsol
0,702,60627,42,0.1287,15432,2,64,2,0,0,DebtConsol
0,697,60627,16,0.1357,1629,2,90,0,0,0,DebtConsol
0,697,60627,22,0.1253,8217,2,67,0,0,0,DebtConsol
0,682,60627,57,0.1459,1446,2,13,1,1,0,DebtConsol
0,682,60627,13,0.1253,19876,2,77,0,0,0,DebtConsol
0,667,60627,23,0.1496,5124,2,35,1,2,0,DebtConsol
0,652,60627,44,0.164,9955,2,58,2,0,0,DebtConsol
0,652,60627,34,0.1482,5628,2,54,0,0,0,DebtConsol
0,647,60627,34,0.152,7600,2,84,2,0,0,DebtConsol
0,682,60583,20,0.1357,2967,2,39,4,0,0,DebtConsol
0,772,60536,35,0.1183,3495,2,26,0,0,0,DebtConsol
0,667,60536,6,0.1426,8138,2,62,0,0,0,DebtConsol
0,747,60399,14,0.0894,1085,2,14,4,0,0,DebtConsol
0,687,60399,21,0.1357,9451,2,33,4,0,0,DebtConsol
0,702,60261,40,0.1229,14694,2,43,2,0,0,DebtConsol
0,702,60261,36,0.1078,10251,2,33,0,0,0,DebtConsol
0,672,60261,28,0.1292,7067,2,65,0,0,0,DebtConsol
0,672,60169,48,0.1533,15353,2,84,1,0,0,DebtConsol
0,682,59888,27,0.128,9166,2,50,1,0,0,DebtConsol
0,657,59888,18,0.1362,11541,2,63,0,0,0,DebtConsol
0,682,59840,21,0.1322,13847,2,74,0,0,0,DebtConsol
1,667,59772,8,0.1186,1064,2,70,2,0,1,DebtConsol
0,662,59756,40,0.128,7104,2,93,2,0,0,DebtConsol
0,762,59700,10,0.0894,3969,2,19,0,0,0,DebtConsol
0,742,59700,8,0.0775,2353,2,12,0,0,0,DebtConsol
0,737,59700,2,0.0859,603,2,2,0,0,0,DebtConsol
0,727,59700,24,0.1183,3973,2,44,1,0,0,DebtConsol
0,722,59700,39,0.1062,10899,2,84,0,0,0,DebtConsol
1,712,59700,48,0.1039,8311,2,59,0,0,0,DebtConsol
1,702,59700,27,0.1146,5680,2,25,0,0,1,DebtConsol
0,702,59700,13,0.1183,28450,2,75,2,0,0,DebtConsol
0,697,59700,42,0.1438,13764,2,75,5,0,0,DebtConsol
0,697,59700,15,0.1039,6342,2,74,0,0,0,DebtConsol
0,692,59700,22,0.1284,3756,2,85,0,0,0,DebtConsol
0,687,59700,23,0.1322,2047,2,27,1,1,0,DebtConsol
0,687,59700,28,0.1322,8989,2,36,0,0,0,DebtConsol
0,682,59700,16,0.1348,2662,2,30,1,0,0,DebtConsol
0,672,59700,7,0.1357,2610,2,27,1,0,0,DebtConsol
0,667,59700,9,0.1608,19636,2,103,12,0,0,DebtConsol
1,662,59700,33,0.133,8480,2,19,4,2,0,DebtConsol
0,662,59700,17,0.1411,8710,2,23,0,1,0,DebtConsol
0,652,59700,15,0.1343,3132,2,97,4,0,0,DebtConsol
0,642,59700,8,0.1475,2779,2,86,1,1,0,DebtConsol
0,682,59660,17,0.1565,5019,2,98,1,0,0,DebtConsol
0,762,59396,26,0.0932,12255,2,24,0,0,0,DebtConsol
0,712,59377,12,0.1039,8775,2,34,1,0,0,DebtConsol
0,727,59222,13,0.0894,3657,2,10,0,0,0,DebtConsol
0,677,59222,20,0.1411,10606,2,62,0,0,0,DebtConsol
0,662,59222,30,0.1635,13373,2,86,1,0,0,DebtConsol
0,722,59220,9,0.0894,8151,2,57,1,0,0,DebtConsol
0,722,59220,9,0.0859,3159,2,17,0,0,0,DebtConsol
0,712,59220,6,0.1083,15755,2,88,0,0,0,DebtConsol
1,707,59220,28,0.1375,22213,2,65,0,0,0,DebtConsol
1,687,59220,12,0.1028,5836,2,68,0,0,1,DebtConsol
0,687,59220,23,0.1287,8039,2,75,0,0,0,DebtConsol
1,682,59220,20,0.1134,1238,2,47,0,2,0,DebtConsol
0,682,59220,21,0.1392,13089,2,69,0,0,0,DebtConsol
0,682,59220,22,0.1322,7844,2,84,1,0,0,DebtConsol
0,677,59220,37,0.1474,21124,2,87,3,0,0,DebtConsol
0,667,59220,18,0.1411,5518,2,34,2,1,0,DebtConsol
0,647,59220,33,0.1545,15168,2,35,3,0,0,DebtConsol
0,722,59132,45,0.1099,10887,2,57,0,0,0,DebtConsol
0,667,58976,33,0.1531,11438,2,61,3,0,0,DebtConsol
0,717,58729,37,0.1062,7292,2,65,1,0,0,DebtConsol
0,682,58729,16,0.1357,5950,2,57,0,0,0,DebtConsol
0,682,58729,33,0.1316,23806,2,76,0,0,0,DebtConsol
0,657,58729,15,0.1393,3266,2,46,6,0,0,DebtConsol
1,697,58727,19,0.1316,566,2,8,3,2,0,DebtConsol
0,682,58727,26,0.1505,11614,2,66,6,0,0,DebtConsol
0,667,58630,29,0.1531,8556,2,44,1,0,0,DebtConsol
0,717,58530,16,0.1071,8736,2,45,1,0,0,DebtConsol
0,682,58530,19,0.1141,7291,2,98,6,0,0,DebtConsol
0,702,58479,31,0.1221,14499,2,33,1,0,0,DebtConsol
0,682,58368,23,0.1392,7452,2,73,0,0,0,DebtConsol
1,717,58227,46,0.1253,0,2,0,1,1,0,DebtConsol
0,687,58227,30,0.1311,5763,2,60,0,0,0,DebtConsol
0,672,58227,10,0.1122,3323,2,32,4,0,0,DebtConsol
0,667,58210,14,0.1461,4925,2,40,2,0,0,DebtConsol
0,672,57919,18,0.1324,6521,2,67,3,0,0,DebtConsol
0,702,57713,20,0.1284,6136,2,42,0,0,0,DebtConsol
0,737,57711,26,0.0894,3760,2,20,0,0,0,DebtConsol
0,702,57711,16,0.1134,7152,2,100,0,0,0,DebtConsol
0,697,57711,22,0.1316,6389,2,58,2,0,0,DebtConsol
0,697,57711,23,0.1316,9172,2,44,0,0,0,DebtConsol
0,682,57682,20,0.1379,7458,2,64,0,0,0,DebtConsol
0,762,57670,13,0.08,1698,2,7,0,0,0,DebtConsol
0,722,57594,12,0.0894,4638,2,69,0,0,0,DebtConsol
0,647,57481,15,0.06,7884,2,63,1,0,0,DebtConsol
0,737,57398,12,0.0751,2493,2,9,2,0,0,DebtConsol
0,712,57301,19,0.1183,6955,2,63,1,0,0,DebtConsol
0,702,57290,34,0.1253,14537,2,77,0,0,0,DebtConsol
0,687,57290,8,0.1189,2572,2,30,0,0,0,DebtConsol
0,662,57223,14,0.1565,2700,2,75,5,0,0,DebtConsol
0,652,57183,11,0.1588,11157,2,54,2,0,0,DebtConsol
0,667,57181,20,0.1663,6082,2,96,1,2,0,DebtConsol
1,677,57130,11,0.1261,2876,2,61,2,0,1,DebtConsol
0,642,56772,17,0.152,6083,2,23,1,0,0,DebtConsol
0,747,56641,27,0.1114,7656,2,38,4,0,0,DebtConsol
0,737,56641,27,0.1114,7328,2,21,4,0,0,DebtConsol
0,737,56641,18,0.0932,5842,2,30,1,0,0,DebtConsol
0,732,56641,8,0.1114,6383,2,46,0,0,0,DebtConsol
0,727,56641,16,0.1051,5028,2,40,0,0,0,DebtConsol
0,722,56641,27,0.1148,4429,2,18,2,0,0,DebtConsol
0,707,56641,32,0.1136,11134,2,28,3,0,0,DebtConsol
1,702,56641,22,0.1253,5934,2,39,1,1,0,DebtConsol
1,702,56641,31,0.1136,946,2,9,1,1,0,DebtConsol
0,702,56641,19,0.1218,6601,2,58,1,0,0,DebtConsol
0,702,56641,32,0.1059,7336,2,71,1,0,0,DebtConsol
0,692,56641,17,0.1287,6978,2,78,1,0,0,DebtConsol
0,687,56641,27,0.1166,10997,2,75,0,0,0,DebtConsol
0,682,56641,22,0.1322,9036,2,82,0,0,0,DebtConsol
1,672,56641,28,0.1461,10544,2,57,1,2,0,DebtConsol
0,672,56641,28,0.1568,9611,2,40,5,0,0,DebtConsol
0,667,56641,11,0.1734,14951,2,82,5,1,0,DebtConsol
0,647,56641,20,0.1545,4587,2,41,2,0,0,DebtConsol
0,642,56641,2,0.1608,10125,2,90,1,0,0,DebtConsol
0,692,56620,22,0.1253,11664,2,60,0,0,0,DebtConsol
0,757,56384,11,0.1189,65,2,0,0,0,0,DebtConsol
0,672,56362,14,0.1304,4546,2,56,4,0,0,DebtConsol
0,732,56152,16,0.0894,8713,2,41,1,0,0,DebtConsol
0,702,56084,17,0.1099,5583,2,58,2,0,0,DebtConsol
0,707,56066,14,0.1316,7058,2,94,3,0,0,DebtConsol
0,687,55971,22,0.1273,9070,2,58,2,0,0,DebtConsol
0,737,55916,18,0.0932,6242,2,16,3,0,0,DebtConsol
0,662,55914,24,0.1355,17488,2,90,1,0,0,DebtConsol
0,722,55851,23,0.1565,4479,2,99,0,0,0,DebtConsol
0,687,55848,15,0.1347,3647,2,66,0,0,0,DebtConsol
0,697,55800,13,0.1287,3647,2,93,1,0,0,DebtConsol
0,757,55511,25,0.0894,293,2,2,2,0,0,DebtConsol
0,717,55511,35,0.16,12593,2,33,1,0,0,DebtConsol
0,712,55511,28,0.1284,9020,2,56,1,0,0,DebtConsol
0,707,55511,34,0.1253,12558,2,40,2,0,0,DebtConsol
0,702,55511,7,0.1008,12979,2,31,0,0,0,DebtConsol
0,667,55511,18,0.06,14320,2,67,1,0,0,DebtConsol
0,687,55509,9,0.1191,10029,2,85,1,0,0,DebtConsol
0,717,55348,19,0.1095,4635,2,60,3,0,0,DebtConsol
0,672,55278,8,0.1357,2229,2,82,2,0,0,DebtConsol
0,687,55193,25,0.1287,9666,2,83,0,0,0,DebtConsol
0,682,55041,13,0.1272,5091,2,57,0,0,0,DebtConsol
0,717,54922,8,0.1114,4502,2,40,2,0,0,DebtConsol
0,707,54922,7,0.1221,5630,2,23,1,0,0,DebtConsol
1,652,54922,22,0.1393,2359,2,57,0,2,0,DebtConsol
0,647,54850,6,0.1355,182,2,60,6,0,0,DebtConsol
0,762,54621,15,0.08,1491,2,5,0,0,0,DebtConsol
0,692,54560,21,0.1287,11307,2,82,0,0,0,DebtConsol
0,662,54560,23,0.1628,8768,2,71,3,0,0,DebtConsol
0,652,54443,4,0.1324,6962,2,31,2,1,0,DebtConsol
0,707,54317,17,0.1191,7552,2,98,1,0,0,DebtConsol
0,697,54315,21,0.0996,991,2,34,1,0,0,DebtConsol
0,692,54004,9,0.1347,2146,2,13,4,0,0,DebtConsol
0,677,53815,4,0.1287,10591,2,32,0,0,0,DebtConsol
0,717,53689,8,0.1095,590,2,36,3,0,0,DebtConsol
0,702,53689,17,0.1284,4072,2,23,0,0,0,DebtConsol
0,692,53689,7,0.0996,7121,2,33,0,0,0,DebtConsol
0,687,53689,23,0.1253,13604,2,52,0,0,0,DebtConsol
0,687,53689,27,0.1059,6552,2,95,4,0,0,DebtConsol
1,672,53689,13,0.1154,409,2,81,0,1,0,DebtConsol
0,672,53689,9,0.1715,13430,2,79,9,0,0,DebtConsol
0,652,53689,9,0.1387,2728,2,48,3,0,0,DebtConsol
0,717,53686,16,0.1183,0,2,0,3,0,0,DebtConsol
0,697,53686,29,0.1253,15175,2,53,3,0,0,DebtConsol
0,687,53686,14,0.1347,6608,2,60,4,0,0,DebtConsol
0,682,53686,17,0.1134,2083,2,28,3,0,0,DebtConsol
0,737,53042,24,0.1114,9107,2,63,1,0,0,DebtConsol
0,737,53042,10,0.0859,1733,2,10,1,0,0,DebtConsol
0,727,53042,13,0.0894,5089,2,56,0,0,0,DebtConsol
0,697,53042,15,0.1253,10192,2,92,0,0,0,DebtConsol
0,692,53042,16,0.1287,3374,2,63,0,0,0,DebtConsol
0,677,53042,11,0.1287,7679,2,38,1,0,0,DebtConsol
0,672,53042,18,0.1392,7893,2,59,1,0,0,DebtConsol
0,672,53042,33,0.1217,9273,2,43,0,0,0,DebtConsol
0,662,53042,26,0.1565,7151,2,77,4,0,0,DebtConsol
0,652,53042,6,0.133,5016,2,27,5,0,0,DebtConsol
1,727,52373,13,0.1114,3612,2,54,0,1,0,DebtConsol
0,727,52373,15,0.0963,5898,2,57,0,0,0,DebtConsol
0,687,52373,17,0.1273,6867,2,41,0,0,0,DebtConsol
0,732,52302,13,0.1148,1517,2,22,0,0,0,DebtConsol
0,702,52291,16,0.1357,4961,2,88,1,0,0,DebtConsol
0,677,52237,14,0.1357,1559,2,45,1,1,0,DebtConsol
1,667,51681,17,0.147,15782,2,36,19,0,0,DebtConsol
0,662,51644,11,0.1537,370,2,21,1,0,0,DebtConsol
0,742,51397,10,0.0807,3737,2,55,1,0,0,DebtConsol
0,692,51397,11,0.1197,3451,2,39,4,0,0,DebtConsol
0,677,51397,17,0.1442,11297,2,85,1,0,0,DebtConsol
0,707,50963,21,0.1183,11212,2,44,1,0,0,DebtConsol
0,702,50963,20,0.1284,27216,2,58,0,0,0,DebtConsol
0,667,50217,24,0.1505,6574,2,79,1,0,0,DebtConsol
0,732,49758,16,0.1114,1207,2,28,3,0,0,DebtConsol
0,727,49758,10,0.0863,6835,2,34,0,0,0,DebtConsol
0,742,49599,10,0.0832,296,2,2,0,0,0,DebtConsol
0,697,49599,26,0.1422,0,2,0,3,0,0,DebtConsol
0,687,49599,13,0.1253,2365,2,60,0,0,0,DebtConsol
0,677,49599,13,0.1531,1089,2,90,0,1,0,DebtConsol
0,677,49599,20,0.1197,6450,2,70,3,0,0,DebtConsol
0,672,49441,7,0.1442,5475,2,48,4,0,0,DebtConsol
0,672,49438,19,0.1347,8896,2,80,0,0,0,DebtConsol
0,727,48796,7,0.1189,7226,2,51,0,0,0,DebtConsol
0,707,48631,9,0.1322,12231,2,86,0,0,0,DebtConsol
0,687,48631,4,0.1287,6454,2,86,0,0,0,DebtConsol
0,692,47611,16,0.1039,4524,2,94,1,0,0,DebtConsol
0,697,46898,7,0.1253,7155,2,38,1,0,0,DebtConsol
0,747,45774,3,0.08,1946,2,6,3,0,0,DebtConsol
0,747,45774,7,0.08,1946,2,6,3,0,0,DebtConsol
0,742,45384,13,0.1062,1977,2,23,1,0,0,DebtConsol
0,707,45025,12,0.1025,5905,2,64,1,0,0,DebtConsol
0,677,40394,3,0.1411,802,2,6,1,1,0,DebtConsol
0,732,39859,4,0.0894,2385,2,54,1,0,0,DebtConsol
0,732,34038,8,0.0859,1215,2,32,1,0,0,DebtConsol
0,667,117352,5,0.1348,10201,2,65,0,0,0,CreditCard
0,647,92105,44,0.1696,49303,2,99,0,0,0,CreditCard
1,677,84412,28,0.1426,12907,2,52,3,2,0,CreditCard
0,712,82702,49,0.1287,10488,2,45,2,0,0,CreditCard
0,677,82702,58,0.1568,29799,2,53,3,0,0,CreditCard
0,662,82702,29,0.1704,15575,2,97,0,0,0,CreditCard
1,717,81802,35,0.1183,1731,2,9,3,2,0,CreditCard
0,717,80870,9,0.0963,35544,2,67,2,0,0,CreditCard
0,657,80870,33,0.1829,40915,2,2,1,0,0,CreditCard
0,697,79901,42,0.1442,12352,2,34,1,0,1,CreditCard
0,722,79503,28,0.1284,10338,2,23,5,0,0,CreditCard
0,722,78894,68,0.1166,16694,2,33,0,0,0,CreditCard
0,687,78894,40,0.1385,36174,2,78,0,0,0,CreditCard
0,682,78894,43,0.1461,26435,2,88,4,0,0,CreditCard
0,662,78894,28,0.1355,21162,2,57,0,0,0,CreditCard
0,652,78894,63,0.1861,66900,2,94,7,0,0,CreditCard
0,647,78894,14,0.1375,9501,2,64,10,0,0,CreditCard
0,767,77844,2,0.0894,165,2,1,0,0,0,CreditCard
0,702,77844,63,0.1236,806,2,10,2,0,0,CreditCard
0,657,77844,14,0.1355,10978,2,98,4,0,0,CreditCard
0,752,77542,15,0.08,7501,2,26,0,0,0,CreditCard
0,722,76748,20,0.0976,5570,2,25,3,0,0,CreditCard
0,687,76748,39,0.1122,11220,2,72,4,0,0,CreditCard
0,677,76748,33,0.1229,15486,2,33,1,0,0,CreditCard
0,672,76748,28,0.1418,59106,2,62,0,0,0,CreditCard
0,692,76181,25,0.1379,122464,2,87,1,0,0,CreditCard
0,692,76135,16,0.1028,16813,2,63,0,0,0,CreditCard
0,682,75976,24,0.1272,25965,2,52,1,0,0,CreditCard
0,677,75600,25,0.1392,40,2,1,2,0,0,CreditCard
0,737,75506,15,0.0894,0,2,0,1,0,0,CreditCard
0,667,75125,57,0.1438,27293,2,86,0,0,0,CreditCard
0,742,74395,53,0.1287,222,2,2,0,1,0,CreditCard
0,717,74395,42,0.0996,28095,2,32,7,0,0,CreditCard
0,727,73896,16,0.0963,11646,2,33,3,0,0,CreditCard
0,652,73305,34,0.1482,19512,2,38,1,1,0,CreditCard
0,767,73127,32,0.102,0,2,0,0,0,0,CreditCard
0,697,73127,48,0.1091,23391,2,90,1,0,0,CreditCard
0,697,72332,18,0.1128,21659,2,49,1,0,0,CreditCard
0,687,72332,57,0.1411,30738,2,76,0,0,0,CreditCard
0,662,72332,20,0.1496,8018,2,29,1,0,0,CreditCard
0,682,72196,17,0.1311,8220,2,71,0,0,0,CreditCard
0,657,72061,19,0.1412,8558,2,80,3,0,0,CreditCard
0,742,71924,13,0.1114,5238,2,73,0,0,0,CreditCard
0,717,71786,4,0.1114,490,2,2,2,0,0,CreditCard
